Key	Latitude	Longitude	Population	TZ
Mutzschen, Germany	51.261590	12.891250	2402	Europe/Berlin
Mutzenich, Germany	50.250000	6.266670	132	Europe/Berlin
Mutterstadt, Germany	49.441390	8.356110	12383	Europe/Berlin
Mutterschied, Germany	49.983330	7.566670	442	Europe/Berlin
Mutlangen, Germany	48.825880	9.797140	6431	Europe/Berlin
Musweiler, Germany	50.016670	6.800000	65	Europe/Berlin
Mustin, Germany	53.700000	11.966670	540	Europe/Berlin
Mustin, Germany	53.683330	10.883330	703	Europe/Berlin
Mussen, Germany	53.492440	10.564040	956	Europe/Berlin
Muschwitz, Germany	51.192960	12.120650	1176	Europe/Berlin
Muschenbach, Germany	50.683330	7.783330	1057	Europe/Berlin
Musch, Germany	50.383330	6.833330	0	Europe/Berlin
Murrhardt, Germany	48.981910	9.570470	14331	Europe/Berlin
Murr, Germany	48.962070	9.259240	6063	Europe/Berlin
Murnau am Staffelsee, Germany	47.680850	11.201250	11958	Europe/Berlin
Murlenbach, Germany	50.150000	6.600000	631	Europe/Berlin
Murg, Germany	47.554920	8.021820	6821	Europe/Berlin
Murchin, Germany	53.900000	13.733330	930	Europe/Berlin
Munzenberg, Germany	50.453460	8.774300	5619	Europe/Berlin
Munster-Sarmsheim, Germany	49.950000	7.900000	2952	Europe/Berlin
Munstermaifeld, Germany	50.246380	7.362080	3435	Europe/Berlin
Munsterhausen, Germany	48.309730	10.455000	2067	Europe/Berlin
Munsterdorf, Germany	53.902320	9.541230	1924	Europe/Berlin
Munsterappel, Germany	49.733330	7.883330	535	Europe/Berlin
Munster, Germany	52.985690	10.087560	17746	Europe/Berlin
Muenster, Germany	51.962360	7.625710	270184	Europe/Berlin
Munster, Germany	49.922780	8.867780	14018	Europe/Berlin
Munster, Germany	48.633330	10.900000	0	Europe/Berlin
Munster, Germany	48.229040	10.636230	1078	Europe/Berlin
Munsingen, Germany	48.411260	9.497040	14479	Europe/Berlin
Munsing, Germany	47.900000	11.366670	4047	Europe/Berlin
Munningen, Germany	48.916670	10.600000	1821	Europe/Berlin
Munnerstadt, Germany	50.246360	10.201870	7987	Europe/Berlin
Munkbrarup, Germany	54.800000	9.566670	1073	Europe/Berlin
Munk, Germany	50.300000	7.033330	272	Europe/Berlin
Mundersbach, Germany	50.600000	7.733330	806	Europe/Berlin
Munderkingen, Germany	48.235680	9.643980	5156	Europe/Berlin
Hannoversch Munden, Germany	51.415050	9.650460	25073	Europe/Berlin
Mundelsheim, Germany	49.000830	9.207780	3191	Europe/Berlin
Munchweiler an der Rodalbe, Germany	49.217980	7.702950	3040	Europe/Berlin
Munchweiler an der Alsenz, Germany	49.550000	7.883330	1264	Europe/Berlin
Munchweiler am Klingbach, Germany	49.150000	7.966670	231	Europe/Berlin
Munchwald, Germany	49.900000	7.683330	297	Europe/Berlin
Munchsteinach, Germany	49.633330	10.600000	1463	Europe/Berlin
Munchsmunster, Germany	48.766670	11.683330	2938	Europe/Berlin
Munchhausen, Germany	50.950000	8.716670	3594	Europe/Berlin
Munchenbernsdorf, Germany	50.821140	11.932260	3450	Europe/Berlin
Muenchen, Germany	48.137430	11.575490	1260391	Europe/Berlin
Munchehofe, Germany	52.150000	13.850000	556	Europe/Berlin
Muncheberg, Germany	52.507040	14.137160	7214	Europe/Berlin
Munchberg, Germany	50.189520	11.788230	11557	Europe/Berlin
Mulverstedt, Germany	51.116670	10.500000	703	Europe/Berlin
Mulsum, Germany	53.666670	8.550000	490	Europe/Berlin
Mulsen, Germany	50.750000	12.566670	12489	Europe/Berlin
Mullrose, Germany	52.247360	14.417940	4461	Europe/Berlin
Mullheim, Germany	47.808200	7.630350	18097	Europe/Berlin
Mullenbach, Germany	50.316670	6.916670	479	Europe/Berlin
Mullenbach, Germany	50.216670	7.066670	701	Europe/Berlin
Muelheim (Ruhr), Germany	51.433330	6.883330	171000	Europe/Berlin
Mulfingen, Germany	49.340280	9.800830	3874	Europe/Berlin
Muldenstein, Germany	51.671920	12.345480	2197	Europe/Berlin
Muldenhammer, Germany	50.450000	12.483330	0	Europe/Berlin
Mulda, Germany	50.807890	13.414770	2936	Europe/Berlin
Mulbach, Germany	49.968780	6.404690	125	Europe/Berlin
Muhltroff, Germany	50.539180	11.928280	1949	Europe/Berlin
Muhl Rosin, Germany	53.763830	12.213880	1168	Europe/Berlin
Muhlpfad, Germany	50.116670	7.550000	69	Europe/Berlin
Muhlingen, Germany	47.916670	9.016670	2370	Europe/Berlin
Muhlheim am Bach, Germany	48.378630	8.697350	3476	Europe/Berlin
Muehlheim am Main, Germany	50.116670	8.833330	26485	Europe/Berlin
Stuttgart Muehlhausen, Germany	48.842320	9.230280	26111	Europe/Berlin
Muhlhausen, Germany	51.208960	10.452750	38108	Europe/Berlin
Muhlhausen, Germany	49.754430	10.775630	1723	Europe/Berlin
Muhlhausen, Germany	49.248610	8.726670	8176	Europe/Berlin
Muhlhausen, Germany	49.169470	11.446640	0	Europe/Berlin
Muhlhausen, Germany	48.576610	9.657330	1049	Europe/Berlin
Muhlenrade, Germany	53.600000	10.483330	215	Europe/Berlin
Muhlen Eichsen, Germany	53.766670	11.250000	1083	Europe/Berlin
Muhlenbarbek, Germany	53.957780	9.667260	355	Europe/Berlin
Muhlenbach, Germany	48.250000	8.116670	1698	Europe/Berlin
Muhldorf, Germany	48.246700	12.521550	17622	Europe/Berlin
Muhlberg, Germany	51.434530	13.221770	4758	Europe/Berlin
Muhlau, Germany	50.900000	12.766670	2340	Europe/Berlin
Muhlacker, Germany	48.947540	8.836750	26375	Europe/Berlin
Muhbrook, Germany	54.166670	10.000000	515	Europe/Berlin
Muggensturm, Germany	48.866670	8.283330	6243	Europe/Berlin
Muggelheim, Germany	52.411370	13.664030	6463	Europe/Berlin
Mugeln, Germany	51.236190	13.045680	4879	Europe/Berlin
Mudershausen, Germany	50.283330	8.033330	491	Europe/Berlin
Mudersbach, Germany	50.816670	7.950000	6358	Europe/Berlin
Mudenbach, Germany	50.666670	7.733330	831	Europe/Berlin
Muden, Germany	52.527710	10.360110	5621	Europe/Berlin
Mudau, Germany	49.534440	9.204440	5094	Europe/Berlin
Muckeln, Germany	50.083330	6.916670	222	Europe/Berlin
Mucka, Germany	51.316670	14.700000	1275	Europe/Berlin
Muchow, Germany	53.316670	11.683330	398	Europe/Berlin
Mucheln, Germany	54.250000	10.433330	594	Europe/Berlin
Mucheln, Germany	51.296880	11.807590	6389	Europe/Berlin
Much, Germany	50.916670	7.400000	15231	Europe/Berlin
Mozen, Germany	53.916670	10.250000	461	Europe/Berlin
Moxa, Germany	50.650000	11.633330	98	Europe/Berlin
Motzingen, Germany	48.533200	8.774470	3542	Europe/Berlin
Motzing, Germany	48.893500	12.373610	1447	Europe/Berlin
Mottingen, Germany	48.809240	10.590220	2558	Europe/Berlin
Motten, Germany	50.395610	9.772510	1939	Europe/Berlin
Mossingen, Germany	48.405670	9.054190	20010	Europe/Berlin
Mossbach, Germany	50.683330	11.816670	445	Europe/Berlin
Moser, Germany	52.213970	11.792790	2637	Europe/Berlin
Moselkern, Germany	50.194370	7.370840	705	Europe/Berlin
Moschheim, Germany	50.483330	7.833330	732	Europe/Berlin
Mosbruch, Germany	50.266670	6.950000	170	Europe/Berlin
Mosbach, Germany	49.353570	9.151060	25106	Europe/Berlin
Morsum, Germany	52.953470	9.079620	2912	Europe/Berlin
Morstadt, Germany	49.661940	8.254720	943	Europe/Berlin
Morshausen, Germany	50.200000	7.433330	368	Europe/Berlin
Morsfeld, Germany	49.750000	7.933330	536	Europe/Berlin
Morsdorf, Germany	50.866670	11.816670	426	Europe/Berlin
Morsdorf, Germany	50.100000	7.350000	699	Europe/Berlin
Morschied, Germany	49.783330	7.316670	909	Europe/Berlin
Morschheim, Germany	49.696670	8.026110	756	Europe/Berlin
Morscheid, Germany	49.733330	6.750000	891	Europe/Berlin
Morschbach, Germany	50.016670	7.616670	350	Europe/Berlin
Morsbach, Germany	50.866670	7.750000	11630	Europe/Berlin
Morlenbach, Germany	49.599170	8.734720	10568	Europe/Berlin
Morlen, Germany	50.700000	7.883330	588	Europe/Berlin
Moritzheim, Germany	50.050000	7.266670	177	Europe/Berlin
Moritzburg, Germany	51.159220	13.680210	8085	Europe/Berlin
Moringen, Germany	51.699160	9.871070	7513	Europe/Berlin
Morel, Germany	54.116670	9.733330	267	Europe/Berlin
Morbach, Germany	49.816670	7.116670	11149	Europe/Berlin
Moosthenning, Germany	48.683330	12.500000	4700	Europe/Berlin
Moosinning, Germany	48.277080	11.844460	5166	Europe/Berlin
Moosburg, Germany	48.470890	11.938110	17363	Europe/Berlin
Moosbach, Germany	49.589090	12.410360	2598	Europe/Berlin
Moosach, Germany	48.032130	11.875100	1333	Europe/Berlin
Moos, Germany	48.751490	12.961120	0	Europe/Berlin
Moos, Germany	47.733330	8.933330	3195	Europe/Berlin
Moorweg, Germany	53.633330	7.583330	928	Europe/Berlin
Moorrege, Germany	53.666670	9.666670	3988	Europe/Berlin
Moorhusen, Germany	53.959050	9.383480	0	Europe/Berlin
Moorenweis, Germany	48.155610	11.078510	3652	Europe/Berlin
Moordiek, Germany	53.914050	9.653440	125	Europe/Berlin
Monzingen, Germany	49.800000	7.583330	1823	Europe/Berlin
Monzernheim, Germany	49.721390	8.228330	633	Europe/Berlin
Monzelfeld, Germany	49.900000	7.066670	1301	Europe/Berlin
Montenich, Germany	50.221290	7.299210	154	Europe/Berlin
Montabaur, Germany	50.435880	7.823200	12345	Europe/Berlin
Monstab, Germany	51.000000	12.350000	517	Europe/Berlin
Monsheim, Germany	49.637220	8.211940	2624	Europe/Berlin
Monsheim, Germany	48.866670	8.866670	2808	Europe/Berlin
Monschau, Germany	50.554620	6.240010	12945	Europe/Berlin
Monreal, Germany	50.300000	7.166670	864	Europe/Berlin
Monkloh, Germany	53.883330	9.783330	268	Europe/Berlin
Monkhagen, Germany	53.900000	10.550000	633	Europe/Berlin
Monkebude, Germany	53.766670	13.966670	808	Europe/Berlin
Monkeberg, Germany	54.350000	10.183330	3551	Europe/Berlin
Monheim am Rhein, Germany	51.091620	6.892180	43038	Europe/Berlin
Monheim, Germany	48.843890	10.858340	4950	Europe/Berlin
Monchweiler, Germany	48.100000	8.433330	3173	Europe/Berlin
Monchsroth, Germany	49.018510	10.358560	1566	Europe/Berlin
Monchsdeggingen, Germany	48.776050	10.580430	1497	Europe/Berlin
Monchpfiffel-Nikolausrieth, Germany	51.383330	11.366670	411	Europe/Berlin
Monchhagen, Germany	54.150000	12.216670	1097	Europe/Berlin
Monchenholzhausen, Germany	50.966670	11.150000	1652	Europe/Berlin
Monchengladbach, Germany	51.185390	6.441720	261742	Europe/Berlin
Monchberg, Germany	49.793260	9.268580	2530	Europe/Berlin
Mommenheim, Germany	49.880280	8.265000	3053	Europe/Berlin
Momlingen, Germany	49.859720	9.083330	5066	Europe/Berlin
Mombris, Germany	50.069210	9.163710	12287	Europe/Berlin
Molzhain, Germany	50.750000	7.850000	616	Europe/Berlin
Moltzow, Germany	53.633330	12.583330	359	Europe/Berlin
Molsheim, Germany	49.646670	8.169440	604	Europe/Berlin
Molschow, Germany	54.083330	13.833330	878	Europe/Berlin
Molschleben, Germany	51.000000	10.783330	1162	Europe/Berlin
Molsberg, Germany	50.483330	7.983330	0	Europe/Berlin
Molln, Germany	53.617020	10.687420	18469	Europe/Berlin
Molln, Germany	53.600000	13.083330	604	Europe/Berlin
Mollenhagen, Germany	53.523880	12.928680	1984	Europe/Berlin
Mollenbeck, Germany	53.383330	13.350000	805	Europe/Berlin
Mollenbeck, Germany	53.283330	11.733330	258	Europe/Berlin
Molfsee, Germany	54.266670	10.066670	4969	Europe/Berlin
Molbergen, Germany	52.866670	7.933330	7709	Europe/Berlin
Moisburg, Germany	53.400000	9.700000	1802	Europe/Berlin
Mohrendorf, Germany	49.633330	11.000000	4349	Europe/Berlin
Mohrenbach, Germany	50.633330	11.000000	737	Europe/Berlin
Mohnsen, Germany	53.566670	10.450000	516	Europe/Berlin
Mohlsdorf, Germany	50.666670	12.266670	3049	Europe/Berlin
Mohlau, Germany	51.733330	12.350000	2225	Europe/Berlin
Moglingen, Germany	48.887410	9.126940	10405	Europe/Berlin
Mogglingen, Germany	48.823200	9.962500	4085	Europe/Berlin
Mogendorf, Germany	50.500000	7.766670	1204	Europe/Berlin
Moers, Germany	51.453420	6.632600	107816	Europe/Berlin
Modingen, Germany	48.650000	10.433330	1353	Europe/Berlin
Mockrehna, Germany	51.507570	12.814180	5718	Europe/Berlin
Mockmuhl, Germany	49.324900	9.358370	8304	Europe/Berlin
Mockern, Germany	52.140990	11.952030	6154	Europe/Berlin
Mockern, Germany	50.850000	11.766670	136	Europe/Berlin
Mochau, Germany	51.133330	13.183330	2757	Europe/Berlin
Moabit, Germany	52.526350	13.339030	70911	Europe/Berlin
Mixdorf, Germany	52.200000	14.400000	1035	Europe/Berlin
Mitwitz, Germany	50.251110	11.208180	3076	Europe/Berlin
Mittweida, Germany	50.986220	12.975380	16619	Europe/Berlin
Mitterteich, Germany	49.951410	12.242060	7252	Europe/Berlin
Mitterskirchen, Germany	48.350000	12.733330	2078	Europe/Berlin
Mitterfels, Germany	48.971360	12.676980	2405	Europe/Berlin
Mittenwalde, Germany	53.183330	13.666670	488	Europe/Berlin
Mittenwalde, Germany	52.260070	13.539450	8730	Europe/Berlin
Mittenwald, Germany	47.442200	11.261870	7996	Europe/Berlin
Mittenaar, Germany	50.700000	8.383330	5020	Europe/Berlin
Mittelstrimmig, Germany	50.083330	7.283330	432	Europe/Berlin
Mittelstetten, Germany	48.250000	11.100000	1630	Europe/Berlin
Mittelstenahe, Germany	53.650000	9.033330	634	Europe/Berlin
Mittelsommern, Germany	51.200000	10.816670	246	Europe/Berlin
Mittelsinn, Germany	50.192230	9.616990	940	Europe/Berlin
Mittelschontal, Germany	48.946150	9.395200	5872	Europe/Berlin
Mittelreidenbach, Germany	49.733330	7.450000	826	Europe/Berlin
Mittelpollnitz, Germany	50.750000	11.916670	311	Europe/Berlin
Mittelnkirchen, Germany	53.542250	9.623190	956	Europe/Berlin
Mittelneufnach, Germany	48.183330	10.600000	1058	Europe/Berlin
Mittelhof, Germany	50.775170	7.804660	1130	Europe/Berlin
Mittelherwigsdorf, Germany	50.916670	14.766670	4334	Europe/Berlin
Mitteleschenbach, Germany	49.216670	10.783330	1573	Europe/Berlin
Mittelbrunn, Germany	49.366670	7.550000	731	Europe/Berlin
Mittelbiberach, Germany	48.083330	9.750000	3818	Europe/Berlin
Mittegrossefehn, Germany	53.391650	7.566020	13314	Europe/Berlin
Mistorf, Germany	53.884510	12.144530	741	Europe/Berlin
Mistelgau, Germany	49.912600	11.465860	3858	Europe/Berlin
Mistelbach, Germany	49.912600	11.512640	0	Europe/Berlin
Misselwarden, Germany	53.675260	8.516460	517	Europe/Berlin
Misselberg, Germany	50.316670	7.766670	100	Europe/Berlin
Mirow, Germany	53.505100	11.502940	3609	Europe/Berlin
Mintraching, Germany	48.950000	12.233330	4668	Europe/Berlin
Minheim, Germany	49.864930	6.936920	521	Europe/Berlin
Minfeld, Germany	49.071670	8.145280	1637	Europe/Berlin
Minderlittgen, Germany	50.016670	6.833330	699	Europe/Berlin
Minden, Germany	52.289530	8.914550	82879	Europe/Berlin
Minden, Germany	49.833330	6.466670	135	Europe/Berlin
Mindelstetten, Germany	48.850000	11.650000	0	Europe/Berlin
Mindelheim, Germany	48.045780	10.492220	14122	Europe/Berlin
Milz, Germany	50.383330	10.533330	1091	Europe/Berlin
Gross Miltzow, Germany	53.533330	13.600000	1285	Europe/Berlin
Miltenberg, Germany	49.704520	9.267250	9613	Europe/Berlin
Miltach, Germany	49.150000	12.766670	2359	Europe/Berlin
Milow, Germany	53.200000	11.533330	349	Europe/Berlin
Milmersdorf, Germany	53.111850	13.641500	1814	Europe/Berlin
Mildstedt, Germany	54.466670	9.100000	3697	Europe/Berlin
Mildenitz, Germany	53.466670	13.650000	442	Europe/Berlin
Mildenau, Germany	50.600000	13.083330	3749	Europe/Berlin
Milda, Germany	50.855920	11.463550	832	Europe/Berlin
Mihla, Germany	51.083330	10.333330	2353	Europe/Berlin
Mietingen, Germany	48.183330	9.900000	3986	Europe/Berlin
Miesterhorst, Germany	52.460510	11.141170	786	Europe/Berlin
Mieste, Germany	52.482260	11.206400	2335	Europe/Berlin
Miesitz, Germany	50.733330	11.833330	303	Europe/Berlin
Miesbach, Germany	47.789030	11.833820	11354	Europe/Berlin
Miellen, Germany	50.333330	7.666670	453	Europe/Berlin
Mielkendorf, Germany	54.283330	10.050000	1414	Europe/Berlin
Miehlen, Germany	50.225740	7.831960	2070	Europe/Berlin
Midlum, Germany	54.715100	8.521610	345	Europe/Berlin
Midlum, Germany	53.733330	8.633330	1933	Europe/Berlin
Middelhagen, Germany	54.330390	13.704930	0	Europe/Berlin
Mickhausen, Germany	48.250000	10.633330	1367	Europe/Berlin
Michendorf, Germany	52.313520	13.029960	10743	Europe/Berlin
Michelstadt, Germany	49.675690	9.003730	17279	Europe/Berlin
Michelsneukirchen, Germany	49.133330	12.550000	1806	Europe/Berlin
Michelfeld, Germany	49.097500	9.678610	3638	Europe/Berlin
Michelbach an der Bilz, Germany	49.070280	9.762500	3401	Europe/Berlin
Michelbach, Germany	50.016670	7.450000	189	Europe/Berlin
Michelau, Germany	50.162330	11.112070	6839	Europe/Berlin
Michelau, Germany	49.905560	10.430640	1147	Europe/Berlin
Meyn, Germany	54.766670	9.216670	611	Europe/Berlin
Meyenburg, Germany	53.045240	14.236910	2511	Europe/Berlin
Meuspath, Germany	50.350000	6.966670	153	Europe/Berlin
Meuselwitz, Germany	51.043160	12.299350	9625	Europe/Berlin
Meuselbach, Germany	50.571520	11.091430	1373	Europe/Berlin
Meusebach, Germany	50.816670	11.733330	94	Europe/Berlin
Meura, Germany	50.583330	11.200000	489	Europe/Berlin
Meudt, Germany	50.500000	7.900000	1783	Europe/Berlin
Metzingen, Germany	48.536950	9.283300	22112	Europe/Berlin
Metzenhausen, Germany	49.966670	7.366670	130	Europe/Berlin
Metzels, Germany	50.650000	10.433330	696	Europe/Berlin
Mettweiler, Germany	49.583330	7.316670	324	Europe/Berlin
Mettmann, Germany	51.250400	6.975360	39550	Europe/Berlin
Mettlach, Germany	49.493550	6.596860	3279	Europe/Berlin
Mettingen, Germany	52.316670	7.783330	12532	Europe/Berlin
Metterich, Germany	49.983330	6.583330	469	Europe/Berlin
Mettenheim, Germany	49.740000	8.325830	1551	Europe/Berlin
Mettenheim, Germany	48.266670	12.466670	3307	Europe/Berlin
Mettendorf, Germany	49.950000	6.333330	1119	Europe/Berlin
Metten, Germany	48.855120	12.915540	4335	Europe/Berlin
Metelsdorf, Germany	53.850000	11.433330	470	Europe/Berlin
Metelen, Germany	52.144340	7.212700	6490	Europe/Berlin
Metebach, Germany	50.966670	10.600000	157	Europe/Berlin
Mestlin, Germany	53.580380	11.927290	999	Europe/Berlin
Messstetten, Germany	48.183170	8.965650	11132	Europe/Berlin
Messkirch, Germany	47.994570	9.114790	8736	Europe/Berlin
Messingen, Germany	52.466670	7.466670	1132	Europe/Berlin
Messerich, Germany	49.933330	6.483330	494	Europe/Berlin
Messenkamp, Germany	52.260020	9.380180	858	Europe/Berlin
Messel, Germany	49.938330	8.740560	3916	Europe/Berlin
Mesenich, Germany	50.100000	7.200000	355	Europe/Berlin
Mesekenhagen, Germany	54.148460	13.318430	1043	Europe/Berlin
Mescherin, Germany	53.247240	14.430030	791	Europe/Berlin
Meschede, Germany	51.350200	8.283320	32224	Europe/Berlin
Merzweiler, Germany	49.666670	7.533330	212	Europe/Berlin
Merzkirchen, Germany	49.583330	6.483330	613	Europe/Berlin
Merzig, Germany	49.443310	6.638740	31118	Europe/Berlin
Merzhausen, Germany	47.966670	7.833330	4663	Europe/Berlin
Merzenich, Germany	50.826810	6.524930	0	Europe/Berlin
Merzen, Germany	52.483330	7.833330	4078	Europe/Berlin
Merzdorf, Germany	51.400000	13.533330	980	Europe/Berlin
Merzalben, Germany	49.244670	7.730770	1272	Europe/Berlin
Merxheim, Germany	49.783330	7.566670	1514	Europe/Berlin
Mertloch, Germany	50.269480	7.308140	1534	Europe/Berlin
Mertingen, Germany	48.656950	10.805570	3748	Europe/Berlin
Mertesheim, Germany	49.571670	8.135560	402	Europe/Berlin
Mertesdorf, Germany	49.772120	6.732900	1658	Europe/Berlin
Mertendorf, Germany	51.116670	11.850000	718	Europe/Berlin
Mertendorf, Germany	51.000000	11.783330	166	Europe/Berlin
Merseburg, Germany	51.354780	11.989230	34780	Europe/Berlin
Merschbach, Germany	49.800000	7.000000	52	Europe/Berlin
Mermuth, Germany	50.166670	7.483330	313	Europe/Berlin
Merlscheid, Germany	50.133330	6.350000	35	Europe/Berlin
Merklingen, Germany	48.511350	9.754960	1871	Europe/Berlin
Merkendorf, Germany	50.689990	11.972270	336	Europe/Berlin
Merkendorf, Germany	49.203610	10.704160	2898	Europe/Berlin
Merkenbach, Germany	50.656260	8.295130	1600	Europe/Berlin
Merkelbach, Germany	50.650000	7.750000	381	Europe/Berlin
Mering, Germany	48.265600	10.984610	12820	Europe/Berlin
Merenberg, Germany	50.507070	8.191940	3493	Europe/Berlin
Merdingen, Germany	48.016670	7.683330	2648	Europe/Berlin
Merchweiler, Germany	49.350000	7.050000	10863	Europe/Berlin
Merching, Germany	48.245940	10.985300	3133	Europe/Berlin
Meppen, Germany	52.690640	7.290970	34198	Europe/Berlin
Menzendorf, Germany	53.850000	11.016670	274	Europe/Berlin
Menteroda, Germany	51.300000	10.550000	2494	Europe/Berlin
Menslage, Germany	52.683330	7.816670	2608	Europe/Berlin
Menningen, Germany	49.833330	6.483330	187	Europe/Berlin
Mengkofen, Germany	48.718940	12.440470	5695	Europe/Berlin
Mengerskirchen, Germany	50.563920	8.155540	6116	Europe/Berlin
Mengersgereuth-Hammern, Germany	50.400000	11.116670	2972	Europe/Berlin
Mengerschied, Germany	49.916670	7.500000	800	Europe/Berlin
Mengen, Germany	48.049510	9.330050	10205	Europe/Berlin
Mendig, Germany	50.366670	7.283330	8813	Europe/Berlin
Mendhausen, Germany	50.383330	10.466670	357	Europe/Berlin
Menden, Germany	51.443370	7.778240	58451	Europe/Berlin
Memmingerberg, Germany	47.988030	10.222950	2579	Europe/Berlin
Memmingen, Germany	47.983720	10.185270	41135	Europe/Berlin
Memmelsdorf, Germany	49.930120	10.959210	9001	Europe/Berlin
Melz, Germany	53.300000	12.616670	420	Europe/Berlin
Melsungen, Germany	51.130290	9.552360	14004	Europe/Berlin
Melsdorf, Germany	54.316670	10.033330	1775	Europe/Berlin
Melsbach, Germany	50.483330	7.483330	2139	Europe/Berlin
Melpers, Germany	50.550000	10.150000	106	Europe/Berlin
Mellrichstadt, Germany	50.428490	10.303340	6254	Europe/Berlin
Mellinghausen, Germany	52.706970	8.897040	1090	Europe/Berlin
Mellingen, Germany	50.933330	11.400000	1234	Europe/Berlin
Mellenthin, Germany	53.916670	14.016670	264	Europe/Berlin
Am Mellensee, Germany	52.183330	13.400000	0	Europe/Berlin
Mellenbach-Glasbach, Germany	50.616670	11.100000	1159	Europe/Berlin
Melle, Germany	52.201970	8.338260	46514	Europe/Berlin
Meldorf, Germany	54.091820	9.068700	7719	Europe/Berlin
Melchow, Germany	52.776130	13.706470	1069	Europe/Berlin
Melbeck, Germany	53.183330	10.400000	3358	Europe/Berlin
Meitzendorf, Germany	52.213080	11.561740	1113	Europe/Berlin
Meitingen, Germany	48.545860	10.851790	11201	Europe/Berlin
Meissenheim, Germany	48.410350	7.772660	3636	Europe/Berlin
Meissen, Germany	51.161580	13.473700	28492	Europe/Berlin
Meisenheim, Germany	49.707200	7.667650	2887	Europe/Berlin
Meisburg, Germany	50.116670	6.683330	259	Europe/Berlin
Meiningen, Germany	50.567870	10.415210	21580	Europe/Berlin
Meinheim, Germany	49.033330	10.816670	928	Europe/Berlin
Meinerzhagen, Germany	51.107400	7.648380	21982	Europe/Berlin
Meinersen, Germany	52.474360	10.352470	8322	Europe/Berlin
Meine, Germany	52.384930	10.539320	0	Europe/Berlin
Meinborn, Germany	50.500000	7.566670	466	Europe/Berlin
Meiersberg, Germany	53.700000	13.950000	479	Europe/Berlin
Meiderich, Germany	51.466670	6.766670	45297	Europe/Berlin
Mehrstetten, Germany	48.376090	9.566000	1454	Europe/Berlin
Mehringen, Germany	51.726630	11.512640	1194	Europe/Berlin
Mehring, Germany	49.800000	6.833330	2171	Europe/Berlin
Mehring, Germany	48.183330	12.783330	2242	Europe/Berlin
Mehrhoog, Germany	51.738260	6.511640	6520	Europe/Berlin
Mehren, Germany	50.683330	7.500000	522	Europe/Berlin
Mehren, Germany	50.183330	6.883330	1385	Europe/Berlin
Mehna, Germany	50.966670	12.316670	356	Europe/Berlin
Mehmels, Germany	50.633330	10.333330	416	Europe/Berlin
Mehltheuer, Germany	50.550000	12.050000	1587	Europe/Berlin
Mehlmeisel, Germany	49.966670	11.850000	1409	Europe/Berlin
Mehlingen, Germany	49.500000	7.850000	3882	Europe/Berlin
Mehlbek, Germany	54.004560	9.434530	466	Europe/Berlin
Mehlbach, Germany	49.516670	7.716670	1193	Europe/Berlin
Meggerdorf, Germany	54.350000	9.400000	701	Europe/Berlin
Megesheim, Germany	48.933330	10.650000	900	Europe/Berlin
Meezen, Germany	54.050000	9.700000	389	Europe/Berlin
Meesiger, Germany	53.816670	12.916670	280	Europe/Berlin
Meersburg, Germany	47.694190	9.271130	5528	Europe/Berlin
Meerfeld, Germany	50.100000	6.750000	355	Europe/Berlin
Meerbusch, Germany	51.261180	6.671700	54826	Europe/Berlin
Meerbeck, Germany	52.333330	9.150000	2130	Europe/Berlin
Meerane, Germany	50.846880	12.464730	17325	Europe/Berlin
Meeder, Germany	50.316670	10.916670	4107	Europe/Berlin
Medow, Germany	53.838960	13.530520	420	Europe/Berlin
Medelby, Germany	54.816670	9.183330	878	Europe/Berlin
Medebach, Germany	51.197130	8.706350	8276	Europe/Berlin
Meddewade, Germany	53.816670	10.450000	756	Europe/Berlin
Meddersheim, Germany	49.783330	7.616670	1368	Europe/Berlin
Medard, Germany	49.666670	7.616670	526	Europe/Berlin
Mecklenburg, Germany	53.842700	11.463300	3088	Europe/Berlin
Meckesheim, Germany	49.321670	8.819440	5409	Europe/Berlin
Meckenheim, Germany	50.623880	7.029420	25515	Europe/Berlin
Meckenheim, Germany	49.404440	8.239170	3376	Europe/Berlin
Meckenbeuren, Germany	47.700000	9.566670	13183	Europe/Berlin
Meckenbach, Germany	49.783330	7.500000	422	Europe/Berlin
Meckenbach, Germany	49.616670	7.100000	0	Europe/Berlin
Meckel, Germany	49.889770	6.517120	373	Europe/Berlin
Mechterstadt, Germany	50.950000	10.533330	1154	Europe/Berlin
Mechtersen, Germany	53.283330	10.316670	682	Europe/Berlin
Mechow, Germany	53.716670	10.800000	98	Europe/Berlin
Mechernich, Germany	50.593040	6.652240	27537	Europe/Berlin
Mechelroda, Germany	50.911260	11.378060	274	Europe/Berlin
Mechau, Germany	52.871200	11.348880	265	Europe/Berlin
Mayschoss, Germany	50.533330	7.016670	971	Europe/Berlin
Mayen, Germany	50.327970	7.222770	19414	Europe/Berlin
Maxsain, Germany	50.550000	7.783330	1158	Europe/Berlin
Maxhutte-Haidhof, Germany	49.199630	12.092290	10674	Europe/Berlin
Maxdorf, Germany	49.488060	8.291670	6882	Europe/Berlin
Mauth, Germany	48.889720	13.584590	2566	Europe/Berlin
Mauschbach, Germany	49.183330	7.400000	270	Europe/Berlin
Maulburg, Germany	47.646310	7.782100	4099	Europe/Berlin
Maulbronn, Germany	48.999580	8.803370	6817	Europe/Berlin
Mauerstetten, Germany	47.883330	10.666670	2922	Europe/Berlin
