Key	Latitude	Longitude	Population	TZ
Flin Flon, MB	54.768240	-101.864970	6002	America/Winnipeg
Trenton, MO	40.078900	-93.616610	6001	America/Chicago
Glenarden, MD	38.929280	-76.861640	6000	America/New_York
Ixtlahuacan del Rio, Jalisco	20.864050	-103.240290	6000	America/Mexico_City
Copalillo, Guerrero	18.035370	-99.040580	5993	America/Mexico_City
Steelton, PA	40.235370	-76.841360	5990	America/New_York
Amanalco de Becerra, Mexico	19.316670	-100.016670	5990	America/Mexico_City
Twin Lakes, WI	42.531130	-88.248150	5989	America/Chicago
Belle Isle, FL	28.458340	-81.359240	5988	America/New_York
Cherry Hills Village, CO	39.641650	-104.959430	5987	America/Denver
Posen, IL	41.631700	-87.681440	5987	America/Chicago
Burnet, TX	30.758240	-98.228360	5987	America/Chicago
Fair Oaks Ranch, TX	29.745780	-98.643360	5986	America/Chicago
Steilacoom, WA	47.169820	-122.602630	5985	America/Los_Angeles
Zacamulpa, Mexico	19.355510	-99.333000	5985	America/Mexico_City
El Ocotito, Guerrero	17.246000	-99.515390	5983	America/Mexico_City
Panindicuaro de la Reforma, Michoacan	19.982780	-101.760690	5982	America/Mexico_City
Pepper Pike, OH	41.478390	-81.463730	5979	America/New_York
Central City, KY	37.293930	-87.123330	5978	America/Chicago
Sechelt, BC	49.473480	-123.752060	5977	America/Vancouver
Bridgeport, TX	33.210120	-97.754760	5976	America/Chicago
Cut Off, LA	29.542720	-90.338140	5976	America/Chicago
Farmington, AR	36.042020	-94.247150	5974	America/Chicago
Notre Dame, IN	41.700190	-86.237930	5973	America/Indiana/Indianapolis
Las Flores, CA	33.588080	-117.626720	5971	America/Los_Angeles
Colusa, CA	39.214330	-122.009420	5971	America/Los_Angeles
Northville, MI	42.431150	-83.483270	5970	America/Detroit
Homeland, CA	33.743080	-117.109200	5969	America/Los_Angeles
Duarte, Guanajuato	21.087000	-101.523700	5969	America/Mexico_City
Marion, VA	36.834840	-81.514840	5968	America/New_York
Marlin, TX	31.306290	-96.898040	5967	America/Chicago
Naples Park, FL	26.261750	-81.809250	5967	America/New_York
Independence, IA	42.468600	-91.889340	5966	America/Chicago
Belmont, VA	39.064830	-77.509990	5966	America/New_York
Gas City, IN	40.487260	-85.613030	5965	America/Indiana/Indianapolis
West Miami, FL	25.763430	-80.296160	5965	America/New_York
Canitas de Felipe Pescador, Zacatecas	23.605840	-102.726390	5965	America/Mexico_City
Villa el Triunfo, Tabasco	17.923230	-91.170490	5965	America/Mexico_City
Tolcayuca, Hidalgo	19.956770	-98.921630	5964	America/Mexico_City
Punxsutawney, PA	40.943680	-78.970870	5962	America/New_York
South Valley Stream, NY	40.655940	-73.717630	5962	America/New_York
Roanoke, TX	33.004010	-97.225850	5962	America/Chicago
Covington, VA	37.793460	-79.993950	5961	America/New_York
San Jose el Alto, Queretaro	20.655240	-100.381900	5957	America/Mexico_City
Bellevue, KY	39.106450	-84.478830	5955	America/New_York
Ada, OH	40.769500	-83.822710	5952	America/New_York
Plymouth, PA	41.240360	-75.944640	5951	America/New_York
Crafton, PA	40.435070	-80.066170	5951	America/New_York
Little Silver, NJ	40.336780	-74.047080	5950	America/New_York
Silver Hill, MD	38.841780	-76.945810	5950	America/New_York
Charleston, MO	36.920890	-89.350630	5947	America/Chicago
Yaphank, NY	40.836770	-72.917050	5945	America/New_York
Ralston, NE	41.205280	-96.042520	5943	America/Chicago
Dzilam Gonzalez, Yucatan	21.281850	-88.929490	5941	America/Merida
Holtville, CA	32.811160	-115.380260	5939	America/Los_Angeles
Mazatan, Chiapas	14.863110	-92.450780	5938	America/Mexico_City
Palmer, AK	61.599720	-149.112780	5937	America/Anchorage
Elm Grove, WI	43.043070	-88.078980	5934	America/Chicago
Kingston, TN	35.880910	-84.508540	5934	America/New_York
Acatlan de Perez Figueroa, Oaxaca	18.539120	-96.606010	5933	America/Mexico_City
San Miguel Zozutla, Puebla	18.755010	-97.654250	5933	America/Mexico_City
Kasson, MN	44.029960	-92.750740	5931	America/Chicago
Topsham, ME	43.927580	-69.975880	5931	America/New_York
San Felipe Jalapa de Diaz, Oaxaca	18.071600	-96.535180	5931	America/Mexico_City
Laveen, AZ	33.362820	-112.169320	5930	America/Phoenix
Unionville, NC	35.087370	-80.508960	5929	America/New_York
Hebron, KY	39.065890	-84.701060	5929	America/New_York
Farr West, UT	41.297170	-112.027720	5928	America/Denver
Emporia, VA	36.685980	-77.542480	5927	America/New_York
Munford, TN	35.449250	-89.815080	5927	America/Chicago
Henryetta, OK	35.439830	-95.981940	5927	America/Chicago
Cocoa West, FL	28.359420	-80.771090	5925	America/New_York
Glendale, MO	38.595890	-90.377060	5925	America/Chicago
Cuauhtemoc, Tamaulipas	22.545000	-98.150530	5924	America/Monterrey
Tepecoacuilco de Trujano, Guerrero	18.277230	-99.470390	5922	America/Mexico_City
Huamuxtitlan, Guerrero	17.803480	-98.563290	5921	America/Mexico_City
East Port Orchard, WA	47.523430	-122.624300	5919	America/Los_Angeles
Greenville, PA	41.404500	-80.391180	5919	America/New_York
Walpole, MA	42.141770	-71.249500	5918	America/New_York
Acuitzio del Canje, Michoacan	19.494720	-101.333310	5918	America/Mexico_City
Carlinville, IL	39.279770	-89.881770	5917	America/Chicago
Stewartville, MN	43.855520	-92.488510	5916	America/Chicago
Jamesburg, NJ	40.352610	-74.440150	5915	America/New_York
Los Zacatones, San Luis Potosi	22.950000	-102.050000	5913	America/Mexico_City
San Vicente Tancuayalab, San Luis Potosi	21.718000	-98.587110	5913	America/Mexico_City
Roseburg North, OR	43.264520	-123.303310	5912	America/Los_Angeles
Cold Spring, KY	39.021730	-84.439940	5912	America/New_York
Sandersville, GA	32.981540	-82.810140	5912	America/New_York
Prairie du Chien, WI	43.051650	-91.141240	5911	America/Chicago
Malone, NY	44.848660	-74.294900	5911	America/New_York
Joshua, TX	32.461530	-97.388070	5910	America/Chicago
Cosala, Sinaloa	24.415700	-106.689720	5910	America/Mazatlan
West Hattiesburg, MS	31.319060	-89.375060	5909	America/Chicago
Ramblewood, NJ	39.928720	-74.943780	5907	America/New_York
Xilitla, San Luis Potosi	21.386810	-98.990090	5906	America/Mexico_City
Alpine, TX	30.358490	-103.661010	5905	America/Chicago
Lewistown, MT	47.062470	-109.428240	5901	America/Denver
Washingtonville, NY	41.427870	-74.165980	5899	America/New_York
James City, NC	35.088770	-77.034950	5899	America/New_York
Hellertown, PA	40.579540	-75.340730	5898	America/New_York
Manasquan, NJ	40.126230	-74.049300	5897	America/New_York
Raleigh Hills, OR	45.480670	-122.762040	5896	America/Los_Angeles
Heathrow, FL	28.763330	-81.372240	5896	America/New_York
Countryside, IL	41.782810	-87.878110	5895	America/Chicago
Santa Maria Xadani, Oaxaca	15.949090	-96.073300	5895	America/Mexico_City
Mount Carmel, PA	40.797030	-76.411900	5893	America/New_York
Tanglewilde-Thompson Place, WA	47.051160	-122.780810	5892	America/Los_Angeles
Laurel Bay, SC	32.450190	-80.784830	5891	America/New_York
Norwood, PA	39.891780	-75.299630	5890	America/New_York
Villa Emilio Carranza, Veracruz-Llave	19.970320	-96.610800	5887	America/Mexico_City
Hilton, NY	43.288120	-77.793340	5886	America/New_York
Vancleave, MS	30.540470	-88.687520	5886	America/Chicago
Purcell, OK	35.013680	-97.361140	5884	America/Chicago
Brookville, OH	39.836720	-84.411340	5884	America/New_York
Lecanto, FL	28.851650	-82.487600	5882	America/New_York
Dowagiac, MI	41.984210	-86.108620	5879	America/Detroit
Pigeon Forge, TN	35.788420	-83.554330	5875	America/New_York
South Patrick Shores, FL	28.202230	-80.609500	5875	America/New_York
Wescosville, PA	40.566760	-75.552960	5872	America/New_York
Brunswick, MD	39.314270	-77.627770	5870	America/New_York
Yarmouth, ME	43.800640	-70.186720	5869	America/New_York
Zephyrhills West, FL	28.230810	-82.205560	5865	America/New_York
Prospect Park, NJ	40.937040	-74.174310	5865	America/New_York
Larchmont, NY	40.927880	-73.751800	5864	America/New_York
Portland, CT	41.572880	-72.640650	5862	America/New_York
Nolensville, TN	35.952290	-86.669440	5861	America/Chicago
Tepetlaoxtoc de Hidalgo, Mexico	19.574980	-98.818140	5860	America/Mexico_City
Rensselaer, IN	40.936700	-87.150860	5859	America/Chicago
Potam, Sonora	27.626000	-110.415780	5859	America/Hermosillo
Santa Maria Tonatitla, Mexico	19.689210	-99.053840	5859	America/Mexico_City
Estes Park, CO	40.377210	-105.521670	5858	America/Denver
Lee Acres, NM	36.698890	-108.036740	5858	America/Denver
Lee Acres, NM	35.148660	-106.646970	5858	America/Denver
Tapalpa, Jalisco	19.946240	-103.758550	5858	America/Mexico_City
Luis Moya, Zacatecas	22.432370	-102.248640	5856	America/Mexico_City
Gunnison, CO	38.545820	-106.925320	5854	America/Denver
Plumas Lake, CA	39.020730	-121.558020	5853	America/Los_Angeles
Westville, IN	41.541430	-86.900580	5853	America/Chicago
San Bartolo, Mexico	19.255500	-100.059090	5852	America/Mexico_City
Chadron, NE	42.829420	-102.999910	5851	America/Denver
Cheraw, SC	34.697660	-79.883400	5851	America/New_York
Port-Cartier, QC	50.033390	-66.865450	5851	America/Montreal
Berkley, MA	41.845930	-71.082820	5849	America/New_York
Pana, IL	39.388930	-89.080080	5847	America/Chicago
Opal Cliffs, CA	36.960780	-121.964130	5846	America/Los_Angeles
Wendell, NC	35.780990	-78.369720	5845	America/New_York
Country Homes, WA	47.750750	-117.400250	5841	America/Los_Angeles
Gravenhurst, ON	44.916810	-79.366330	5839	America/Toronto
District Heights, MD	38.857610	-76.889420	5837	America/New_York
Buckner, KY	38.383680	-85.439960	5837	America/New_York
Simsbury Center, CT	41.880880	-72.811160	5836	America/New_York
Milan, MI	42.085320	-83.682440	5836	America/Detroit
Pontoon Beach, IL	38.731720	-90.080380	5836	America/Chicago
Constancia, Sinaloa	24.223620	-107.186070	5836	America/Mazatlan
Mount Zion, IL	39.771430	-88.874240	5833	America/Chicago
Oceanport, NJ	40.318170	-74.015140	5832	America/New_York
Coxcatlan, Puebla	18.266820	-97.149960	5830	America/Mexico_City
Chapultepec, Mexico	19.201590	-99.561870	5828	America/Mexico_City
Sandown, NH	42.928700	-71.187010	5827	America/New_York
Richlands, VA	37.093170	-81.793730	5823	America/New_York
Byron Center, MI	42.812250	-85.722810	5822	America/Detroit
Heathcote, NJ	40.388720	-74.575710	5821	America/New_York
Branford Center, CT	41.277380	-72.815110	5819	America/New_York
Roseland, NJ	40.820660	-74.293760	5819	America/New_York
Bensley, VA	37.446810	-77.443320	5819	America/New_York
Louiseville, QC	46.255940	-72.941450	5819	America/Montreal
Meraux, LA	29.932980	-89.949790	5816	America/Chicago
Salamanca, NY	42.157840	-78.715030	5815	America/New_York
Yoakum, TX	29.287750	-97.151930	5815	America/Chicago
Saint Helena, CA	38.505190	-122.470260	5814	America/Los_Angeles
Zempoala, Hidalgo	19.916080	-98.668360	5814	America/Mexico_City
Wadesboro, NC	34.968210	-80.076730	5813	America/New_York
Villa Park, CA	33.814460	-117.813110	5812	America/Los_Angeles
Domingo Arenas, Puebla	19.140640	-98.457510	5812	America/Mexico_City
Lucerne Valley, CA	34.443890	-116.967810	5811	America/Los_Angeles
Tlaltenango, Puebla	19.171630	-98.342750	5809	America/Mexico_City
Acambay, Mexico	19.955180	-99.842890	5807	America/Mexico_City
Atitalaquia, Hidalgo	20.059640	-99.221630	5806	America/Mexico_City
Enoch, UT	37.773310	-113.024390	5803	America/Denver
Shady Side, MD	38.841780	-76.512180	5803	America/New_York
Stone Mountain, GA	33.808160	-84.170200	5802	America/New_York
Santa Cruz Hidalgo, Veracruz-Llave	19.966840	-96.879820	5802	America/Mexico_City
Watchung, NJ	40.637880	-74.450990	5801	America/New_York
Acultzingo, Veracruz-Llave	18.718900	-97.302380	5801	America/Mexico_City
Gardiner, ME	44.230070	-69.775320	5800	America/New_York
Walkersville, MD	39.486210	-77.351930	5800	America/New_York
Ranchettes, WY	41.218590	-104.790250	5798	America/Denver
Tierra Buena, CA	39.148780	-121.666910	5797	America/Los_Angeles
Richmond, MO	39.278620	-93.976890	5797	America/Chicago
Spring Ridge, MD	39.401490	-77.352480	5795	America/New_York
Prospect Park, NJ	40.240390	-74.766270	5794	America/New_York
Belmar, NJ	40.178450	-74.021800	5794	America/New_York
Star, ID	43.692110	-116.493460	5793	America/Boise
Lewisburg, PA	40.964530	-76.884410	5792	America/New_York
Belvedere, SC	33.530970	-81.944840	5792	America/New_York
Hollidaysburg, PA	40.427290	-78.388900	5791	America/New_York
Cheshire Village, CT	41.502600	-72.899520	5786	America/New_York
Bath, NY	42.337020	-77.317760	5786	America/New_York
The Village of Indian Hill, OH	39.249780	-84.295770	5785	America/New_York
New Carlisle, OH	39.936170	-84.025490	5785	America/New_York
Cuetzalan del Progreso, Puebla	20.018320	-97.522880	5785	America/Mexico_City
Cuapiaxtla de Madero, Puebla	18.914620	-97.820310	5781	America/Mexico_City
Breckenridge, TX	32.755680	-98.902290	5780	America/Chicago
Spring Grove, IL	42.443630	-88.236480	5778	America/Chicago
Totolac, Tlaxcala	19.326910	-98.257500	5774	America/Mexico_City
Cacaotepec, Oaxaca	17.130770	-96.805900	5774	America/Mexico_City
Holdenville, OK	35.080360	-96.399180	5771	America/Chicago
Hempstead, TX	30.097440	-96.078290	5770	America/Chicago
Waynesboro, GA	33.089870	-82.015670	5766	America/New_York
Sweetwater, TN	35.601460	-84.461040	5764	America/New_York
Gulf Breeze, FL	30.357140	-87.163860	5763	America/Chicago
Cherryville, NC	35.378740	-81.378970	5760	America/New_York
Swartz Creek, MI	42.957250	-83.830510	5758	America/Detroit
Belding, MI	43.097810	-85.228910	5757	America/Detroit
Jamestown, RI	41.497050	-71.367280	5755	America/New_York
Chesapeake Beach, MD	38.686230	-76.534680	5753	America/New_York
Old Tappan, NJ	41.010650	-73.991250	5750	America/New_York
Southold, NY	41.064820	-72.426200	5748	America/New_York
Nazareth, PA	40.740380	-75.309620	5746	America/New_York
Centerville, IA	42.092760	-93.935510	5745	America/Chicago
Trooper, PA	40.149830	-75.401850	5744	America/New_York
Surfside, FL	25.878430	-80.125600	5744	America/New_York
Vinita, OK	36.638690	-95.154130	5743	America/Chicago
South Oroville, CA	39.496550	-121.552190	5742	America/Los_Angeles
Red Oak, IA	41.009720	-95.225550	5742	America/Chicago
McRae, GA	32.067950	-82.900700	5740	America/New_York
Monaca, PA	40.687290	-80.271450	5737	America/New_York
Mena, AR	34.586220	-94.239660	5737	America/Chicago
Deer Park, OH	39.205340	-84.394660	5736	America/New_York
Grayson Valley, AL	33.648160	-86.639430	5736	America/Chicago
Richmond, MI	42.809200	-82.755760	5735	America/Detroit
Benjamin Hill, Sonora	30.167900	-111.113310	5735	America/Hermosillo
Temascalapa, Mexico	19.827170	-98.900350	5735	America/Mexico_City
Guadalupe Texcalac, Tlaxcala	19.437790	-98.077040	5733	America/Mexico_City
Citra, FL	29.411920	-82.109820	5732	America/New_York
North Bend, WA	47.495660	-121.786780	5731	America/Los_Angeles
Leona Vicario, Quintana Roo	20.988760	-87.201940	5731	America/Cancun
Woodcliff Lake, NJ	41.023430	-74.066530	5730	America/New_York
South Apopka, FL	28.661940	-81.509520	5728	America/New_York
Center, TX	31.510730	-96.424700	5727	America/Chicago
White Rock, NM	35.827530	-106.203910	5725	America/Denver
Wilmington, IL	41.307810	-88.146720	5724	America/Chicago
Fort Wright, KY	39.051730	-84.534110	5723	America/New_York
Panaba, Yucatan	21.295260	-88.269630	5723	America/Merida
Lake Bluff, IL	42.278910	-87.834240	5722	America/Chicago
Piedmont, OK	35.642000	-97.746430	5720	America/Chicago
De Soto, KS	38.979170	-94.968580	5720	America/Chicago
Moosic, PA	41.353410	-75.738250	5719	America/New_York
Rockford, MI	43.120030	-85.560030	5719	America/Detroit
Gulf Park Estates, MS	30.391870	-88.761140	5719	America/Chicago
Taos, NM	36.407250	-105.573070	5716	America/Denver
Santa Ana Hueytlalpan, Hidalgo	20.175440	-98.312520	5715	America/Mexico_City
Prosser, WA	46.206800	-119.768920	5714	America/Los_Angeles
Tres Marias, Morelos	19.055130	-99.243150	5713	America/Mexico_City
Norwood, NJ	40.998150	-73.961800	5711	America/New_York
Santa Maria del Oro, Durango	25.933330	-105.366670	5710	America/Monterrey
Kermit, TX	31.857630	-103.092670	5708	America/Chicago
Lake Mills, WI	43.081390	-88.911770	5708	America/Chicago
Rio Frio, Mexico	19.352340	-98.670490	5707	America/Mexico_City
Carolina Beach, NC	34.035170	-77.893600	5706	America/New_York
Sainte-Agathe-des-Monts, QC	46.050090	-74.282520	5706	America/Montreal
Iola, KS	37.924480	-95.399980	5704	America/Chicago
Marksville, LA	31.127970	-92.066240	5702	America/Chicago
Spencer, MA	42.243980	-71.992300	5700	America/New_York
Delta, Baja California	32.354970	-115.196180	5698	America/Tijuana
Sharon Hill, PA	39.906500	-75.271570	5697	America/New_York
Penn Wynne, PA	39.986220	-75.275460	5697	America/New_York
El Refugio, Jalisco	20.671400	-103.739290	5694	America/Mexico_City
Bright, IN	39.218390	-84.856060	5693	America/New_York
Princeville, QC	46.171630	-71.874620	5693	America/Montreal
La Tijera, Jalisco	19.900000	-104.400000	5691	America/Mexico_City
Blauvelt, NY	41.063430	-73.957640	5689	America/New_York
Pesqueria, Nuevo Leon	25.784820	-100.050710	5689	America/Monterrey
South Gate Ridge, FL	27.286440	-82.496760	5688	America/New_York
Kingston Estates, NJ	39.923720	-74.987950	5685	America/New_York
Forest, MS	32.364590	-89.474230	5684	America/Chicago
West Modesto, CA	37.617540	-121.039140	5682	America/Los_Angeles
Barnhart, MO	38.344220	-90.393450	5682	America/Chicago
Moores Mill, AL	34.843980	-86.518320	5682	America/Chicago
San Miguel Panixtlahuaca, Oaxaca	16.248440	-97.384270	5682	America/Mexico_City
Miguel Bocanegra, Mexico	19.845100	-99.112060	5681	America/Mexico_City
Belen, Tabasco	17.788910	-92.612940	5680	America/Mexico_City
Flowery Branch, GA	34.185100	-83.925180	5679	America/New_York
Oreland, PA	40.118440	-75.177680	5678	America/New_York
Vegreville, AB	53.500150	-112.051820	5678	America/Edmonton
Coraopolis, PA	40.518400	-80.166720	5677	America/New_York
Edgemoor, DE	39.750110	-75.499640	5677	America/New_York
Hopkinton, NH	43.191470	-71.675350	5676	America/New_York
Corona de Tucson, AZ	31.965360	-110.775640	5675	America/Phoenix
Atlanta, TX	33.113740	-94.164350	5675	America/Chicago
Gun Barrel City, TX	32.334590	-96.151360	5672	America/Chicago
Petoskey, MI	45.373340	-84.955330	5670	America/Detroit
West Rancho Dominguez, CA	33.893900	-118.270630	5669	America/Los_Angeles
Fountainhead-Orchard Hills, MD	39.686360	-77.719010	5666	America/New_York
Sinton, TX	28.036680	-97.509160	5665	America/Chicago
Briar, TX	32.995120	-97.542800	5665	America/Chicago
Sheridan, CO	39.646930	-105.025260	5664	America/Denver
Wellston, OH	39.123410	-82.532940	5663	America/New_York
General Zuazua, Nuevo Leon	25.895350	-100.106860	5663	America/Monterrey
Willis, TX	30.424930	-95.479940	5662	America/Chicago
Barberton, WA	45.693170	-122.598990	5661	America/Los_Angeles
Wayne, NE	42.230560	-97.017820	5660	America/Chicago
Elsa, TX	26.293400	-97.993060	5660	America/Chicago
Puerto Palomas, Chihuahua	31.777180	-107.634390	5659	America/Chihuahua
Sharon, MA	42.123710	-71.178660	5658	America/New_York
El Coacoyul, Guerrero	17.638100	-101.475710	5658	America/Mexico_City
Gardnerville, NV	38.941300	-119.749620	5656	America/Los_Angeles
Valle de Banderas, Nayarit	20.806820	-105.248020	5656	America/Bahia_Banderas
Selinsgrove, PA	40.798970	-76.862190	5654	America/New_York
Ixhuatan, Oaxaca	16.351090	-94.484020	5654	America/Mexico_City
Morristown, VT	44.557270	-72.623730	5653	America/New_York
South Tucson, AZ	32.199520	-110.968420	5652	America/Phoenix
Exeter, PA	41.320640	-75.819080	5652	America/New_York
Rib Mountain, WI	44.912750	-89.675400	5651	America/Chicago
Eldridge, IA	41.658090	-90.584580	5651	America/Chicago
Hingham, MA	42.241770	-70.889770	5650	America/New_York
Morelos, Zacatecas	22.862550	-102.610510	5650	America/Mexico_City
Pahokee, FL	26.820060	-80.665340	5649	America/New_York
Pinckneyville, IL	38.080330	-89.382030	5648	America/Chicago
Highland, NY	41.720930	-73.960140	5647	America/New_York
Granville, OH	40.068120	-82.519600	5646	America/New_York
Bridgewater, VA	38.382070	-78.976700	5644	America/New_York
San Miguel Cuyutlan, Jalisco	20.416330	-103.389870	5644	America/Mexico_City
La Llave, Queretaro	20.466160	-99.993300	5644	America/Mexico_City
Ashburnham, MA	42.636200	-71.907850	5643	America/New_York
Jaltocan, Hidalgo	21.131200	-98.539900	5641	America/Mexico_City
Nopalucan de la Granja, Puebla	19.215660	-97.822550	5641	America/Mexico_City
Buckhannon, WV	38.993990	-80.232030	5639	America/New_York
Bajos del Ejido, Guerrero	16.961230	-99.970440	5637	America/Mexico_City
Puente Grande, Jalisco	20.569770	-103.153770	5636	America/Mexico_City
Kinchil, Yucatan	20.915680	-89.948040	5634	America/Merida
Santa Maria Nativitas, Mexico	19.580810	-99.609190	5634	America/Mexico_City
Glencoe, MN	44.769130	-94.151640	5631	America/Chicago
Coatepec, Puebla	19.107680	-97.593500	5631	America/Mexico_City
Tequesta, FL	26.968110	-80.128650	5629	America/New_York
Lac-Brome, QC	45.216780	-72.515810	5629	America/Montreal
Ashton-Sandy Spring, MD	39.149760	-77.005040	5628	America/New_York
Wesley Hills, NY	41.159260	-74.069860	5628	America/New_York
Bay Harbor Islands, FL	25.887590	-80.131160	5628	America/New_York
Indian Hills, NV	39.086020	-119.784070	5627	America/Los_Angeles
Fort Meade, FL	27.752250	-81.801750	5626	America/New_York
Lakeview, NY	42.432020	-75.865470	5625	America/New_York
Foxborough, MA	42.065380	-71.247830	5625	America/New_York
Pontotoc, MS	34.247880	-88.998670	5625	America/Chicago
Pawcatuck, CT	41.377320	-71.833680	5624	America/New_York
Nuevo Padilla, Tamaulipas	24.016670	-98.783330	5624	America/Monterrey
Okeechobee, FL	27.243930	-80.829780	5621	America/New_York
Long Beach, NC	33.910450	-78.117770	5618	America/New_York
Marlow Heights, MD	38.833450	-76.951640	5618	America/New_York
Sterling, AK	60.537220	-150.764720	5617	America/Anchorage
Lakeview, NY	40.685380	-73.652630	5615	America/New_York
Potomac Mills, VA	38.645950	-77.294150	5614	America/New_York
Big Stone Gap, VA	36.867710	-82.774470	5614	America/New_York
Snyderville, UT	40.694390	-111.543810	5612	America/Denver
Aberdeen, MS	33.825110	-88.543660	5612	America/Chicago
Milliken, CO	40.329430	-104.855250	5610	America/Denver
Dresher, PA	40.140940	-75.166840	5610	America/New_York
Chester, SC	34.704860	-81.214260	5607	America/New_York
Tulcingo del Valle, Puebla	18.045820	-98.441110	5607	America/Mexico_City
Collinsville, OK	36.364540	-95.838880	5606	America/Chicago
Quila, Sinaloa	24.423950	-107.219770	5603	America/Mazatlan
San Miguel Tenochtitlan, Mexico	19.752500	-99.930830	5603	America/Mexico_City
Elburn, IL	41.892250	-88.472300	5602	America/Chicago
Paola, KS	38.572240	-94.879130	5602	America/Chicago
Sainte-Anne-des-Monts, QC	49.124020	-66.492430	5602	America/Montreal
Keyes, CA	37.556600	-120.915490	5601	America/Los_Angeles
Titusville, PA	41.627000	-79.673660	5601	America/New_York
Finderne, NJ	40.563160	-74.577660	5600	America/New_York
Marieville, QC	45.433380	-73.165850	5600	America/Montreal
Calderitas, Quintana Roo	18.555320	-88.255320	5599	America/Cancun
Silver Lake, NC	34.148780	-77.913600	5598	America/New_York
Rockdale, TX	30.655480	-97.001370	5595	America/Chicago
Belle Fourche, SD	44.671370	-103.852150	5594	America/Denver
Charlemagne, QC	45.716780	-73.482470	5594	America/Montreal
Tetzoyocan, Puebla	18.757160	-97.703110	5593	America/Mexico_City
West Hills, NY	40.816210	-73.432340	5592	America/New_York
Chanal, Chiapas	16.716670	-92.400000	5592	America/Mexico_City
Kingston, MA	41.994550	-70.724480	5591	America/New_York
Snowflake, AZ	34.513370	-110.078450	5590	America/Phoenix
Battlefield, MO	37.115610	-93.370190	5590	America/Chicago
Woods Creek, WA	47.878710	-121.898460	5589	America/Los_Angeles
Villa Madero, Michoacan	19.391950	-101.278720	5588	America/Mexico_City
Sayre, PA	41.978960	-76.515500	5587	America/New_York
Coal City, IL	41.287810	-88.285620	5587	America/Chicago
Gray, LA	29.697710	-90.786480	5584	America/Chicago
Totolapan, Morelos	19.010430	-98.920450	5584	America/Mexico_City
West Samoset, FL	27.469480	-82.556760	5583	America/New_York
Three Points, AZ	32.076740	-111.313710	5581	America/Phoenix
San Pedro de Abajo, Mexico	19.479960	-99.566710	5581	America/Mexico_City
Hidden Valley Lake, CA	38.807960	-122.558320	5579	America/Los_Angeles
Marvin, NC	34.991820	-80.814790	5579	America/New_York
Atequiza, Jalisco	20.390060	-103.140650	5579	America/Mexico_City
La Estancia, Queretaro	20.421830	-100.065280	5579	America/Mexico_City
Combee Settlement, FL	28.058350	-81.905360	5577	America/New_York
Prairie View, TX	30.093270	-95.987730	5576	America/Chicago
Bisbee, AZ	31.448150	-109.928410	5575	America/Phoenix
Paoli, PA	40.042050	-75.476310	5575	America/New_York
Palmview South, TX	26.215630	-98.378630	5575	America/Chicago
Jan-Phyl Village, FL	28.014740	-81.771750	5573	America/New_York
Clarinda, IA	40.741940	-95.038310	5572	America/Chicago
Princeville, NS	45.766840	-61.298530	5571	America/Halifax
Fowler, CA	36.630510	-119.678470	5570	America/Los_Angeles
La Calera, Guanajuato	20.797900	-101.332120	5570	America/Mexico_City
Ocean Shores, WA	46.973700	-124.156290	5569	America/Los_Angeles
Harrisville, UT	41.281330	-111.988280	5567	America/Denver
Stroudsburg, PA	40.986760	-75.194620	5567	America/New_York
Greenacres, CA	35.383290	-119.109830	5566	America/Los_Angeles
Duquesne, PA	40.381460	-79.859770	5565	America/New_York
Crozet, VA	38.069580	-78.700580	5565	America/New_York
Donnacona, QC	46.680420	-71.723900	5564	America/Montreal
Hampshire, IL	42.097800	-88.530360	5563	America/Chicago
Rockwood, TN	35.865630	-84.684940	5562	America/New_York
Naples Manor, FL	26.088700	-81.726200	5562	America/New_York
Santander Jimenez, Tamaulipas	24.215180	-98.483780	5562	America/Monterrey
Fussels Corner, FL	28.054190	-81.860640	5561	America/New_York
Jalapilla, Veracruz-Llave	18.824650	-97.088120	5561	America/Mexico_City
Algona, IA	43.069970	-94.233020	5560	America/Chicago
Lake Fenton, MI	42.846140	-83.707730	5559	America/Detroit
San Pedro Zictepec, Mexico	19.036550	-99.577320	5559	America/Mexico_City
Spring Valley, IL	41.327540	-89.199810	5558	America/Chicago
Nunkini, Campeche	20.400440	-90.147210	5556	America/Merida
Rupert, ID	42.619080	-113.677230	5554	America/Boise
Parkville, MO	39.195000	-94.682180	5554	America/Chicago
Gateway, AK	61.572780	-149.240830	5552	America/Anchorage
Cameron, TX	30.853250	-96.976930	5552	America/Chicago
Rusk, TX	31.796010	-95.150220	5551	America/Chicago
Ocean City, FL	30.441030	-86.613560	5550	America/Chicago
Eastham, MA	41.830110	-69.973910	5548	America/New_York
Monticello, IL	40.027810	-88.573400	5548	America/Chicago
Helena, AR	34.529550	-90.591770	5548	America/Chicago
Nurillo, TX	26.267020	-98.121400	5547	America/Chicago
Germantown, OH	39.626170	-84.369390	5547	America/New_York
Milton, WI	42.775560	-88.944000	5546	America/Chicago
Los Fresnos, TX	26.071740	-97.476370	5542	America/Chicago
Alton North (historical), TX	26.295350	-98.304460	5541	America/Chicago
Selma, TX	29.584390	-98.305850	5540	America/Chicago
Lebanon, KY	37.569790	-85.252740	5539	America/New_York
Ixtlahuacan de los Membrillos, Jalisco	20.348600	-103.193360	5539	America/Mexico_City
